date,open,high,low,close,volume
6/1/20 10:00,7550.84,7558.45,7535.64,7543.02,806.280634
6/1/20 10:30,7543.47,7576.68,7536.5,7561.22,1106.448059
6/1/20 11:00,7561.27,7582.27,7550,7551.18,1044.234055
6/1/20 11:30,7551.2,7552.5,7526.88,7544.72,1105.401171
6/1/20 12:00,7544.72,7556.12,7535,7540.71,700.237487
6/1/20 12:30,7540.71,7566.24,7540.58,7557.42,784.376107
6/1/20 13:00,7557.77,7572,7545.87,7556.41,663.224815
6/1/20 13:30,7556.31,7622,7465.44,7528.64,3034.916027
6/1/20 14:00,7528.59,7545.99,7505.02,7537.66,1389.01637
6/1/20 14:30,7537.29,7558.45,7527.64,7547.93,994.729241
6/1/20 15:00,7548.1,7553.28,7527.13,7530.15,828.417735
6/1/20 15:30,7530.15,7537.09,7516.34,7519.99,815.976142
6/1/20 16:00,7519.05,7546.08,7509.43,7534.42,982.800866
6/1/20 16:30,7534.43,7540,7520.78,7529.24,643.554551
6/1/20 17:00,7529.01,7561,7526.91,7554.98,635.489901
6/1/20 17:30,7554.94,7560,7542.07,7558.48,467.508621
6/1/20 18:00,7558.78,7560,7540,7541.8,431.677632
6/1/20 18:30,7541.99,7547.16,7525.96,7533,479.289674
6/1/20 19:00,7532.5,7539.72,7524,7536.87,385.384298
6/1/20 19:30,7537.08,7551.71,7531.71,7539.9,477.868336
6/1/20 20:00,7539.74,7556,7536.44,7549.32,444.256492
6/1/20 20:30,7549.52,7557.99,7534.9,7551.25,534.08642
6/1/20 21:00,7551.24,7588,7547.56,7580.95,913.581167
6/1/20 21:30,7581.18,7608,7563.23,7578.42,1187.9965
6/1/20 22:00,7578.42,7689.2,7574.39,7660.17,2869.208686
6/1/20 22:30,7659.77,7752,7651,7712.63,3677.521637
6/1/20 23:00,7712.58,7795.34,7690.7,7739.34,3468.759393
6/1/20 23:30,7739.59,7789.98,7737.15,7758,1597.512814
7/1/20 0:00,7758.9,7908.63,7758.29,7898.6,5613.773375
7/1/20 0:30,7898.6,8000,7851,7888.42,7101.057331
7/1/20 1:00,7889.64,7919.99,7874.32,7904.23,2304.743898
7/1/20 1:30,7903.95,7913.74,7866.01,7905.67,1479.862798
7/1/20 2:00,7905.67,7934.27,7899.97,7932,1427.456832
7/1/20 2:30,7932,7940,7892.32,7896.2,1231.014014
7/1/20 3:00,7896.08,7916.94,7885.75,7897.31,1138.309893
7/1/20 3:30,7897.38,7912.98,7892.5,7894.9,673.218437
7/1/20 4:00,7894.71,7905.5,7853.65,7873.35,1537.414667
7/1/20 4:30,7873.35,7882.75,7821,7840.83,1727.974889
7/1/20 5:00,7839.75,7882.56,7826.63,7871,1181.040864
7/1/20 5:30,7871,7878.95,7853.56,7869.33,568.079864
7/1/20 6:00,7869.29,7876,7851.26,7863.6,534.201803
7/1/20 6:30,7863.43,7874.64,7855,7872.91,500.16934
7/1/20 7:00,7873.05,7896.72,7857.53,7872.28,860.412616
7/1/20 7:30,7872.28,7883.48,7864.06,7883.37,870.39512
7/1/20 8:00,7883.11,7904.72,7880.61,7900.93,1193.012734
7/1/20 8:30,7900.93,7903.5,7868,7883.97,867.932777
7/1/20 9:00,7884.32,7886.17,7866.52,7868.04,595.263698
7/1/20 9:30,7867.97,7876.76,7855,7856.26,670.918278
7/1/20 10:00,7856.26,7874.36,7856.15,7870.99,527.330561
7/1/20 10:30,7871,7889.78,7869.71,7889.24,637.235864
7/1/20 11:00,7888.12,7940.4,7881.69,7938.43,1662.504484
7/1/20 11:30,7938.43,7965,7888.19,7895.14,2544.6031
7/1/20 12:00,7895.13,7915.77,7840,7864.81,2044.787837
7/1/20 12:30,7866.64,7889.98,7856.8,7869.05,1123.015525
7/1/20 13:00,7869.02,7869.03,7810.73,7842.12,1850.889707
7/1/20 13:30,7840.3,7858.85,7814.88,7847.99,1084.967033
7/1/20 14:00,7847.99,7878.28,7837.26,7875.37,1028.414405
7/1/20 14:30,7875.29,7884.59,7838.8,7838.8,1391.362602
7/1/20 15:00,7841.16,7847.99,7815,7831.37,1484.97418
7/1/20 15:30,7830.3,7831.35,7740.29,7764.59,3807.227971
7/1/20 16:00,7764.04,7886.65,7723.71,7882.96,3413.783067
7/1/20 16:30,7882.96,7940.12,7868.15,7912.18,2997.099008
7/1/20 17:00,7912.18,7952.05,7878.01,7935.72,1769.369633
7/1/20 17:30,7937.21,7952,7897.82,7938.33,1523.636504
7/1/20 18:00,7937.88,8069.99,7919.22,8039.72,3511.685697
7/1/20 18:30,8039.72,8137,8030,8037.69,5816.12179
7/1/20 19:00,8038.54,8098.19,8032.39,8086.26,2547.589063
7/1/20 19:30,8086.26,8111.45,8060,8073.69,1735.619621
7/1/20 20:00,8073.69,8109.68,8041.28,8108.03,1684.509417
7/1/20 20:30,8108.01,8175.01,8079,8162.66,2720.21825
7/1/20 21:00,8162.57,8188,8057.31,8076.59,2733.726747
7/1/20 21:30,8075.01,8088.58,7975.74,8016.44,2382.830933
7/1/20 22:00,8016.43,8067.06,7945.72,8023.91,1975.513125
7/1/20 22:30,8020.58,8060.42,7997.81,8049.55,1113.020265
7/1/20 23:00,8049.83,8082.33,8020.7,8078.61,971.038753
7/1/20 23:30,8078,8207.68,8078,8145.28,3012.356291
8/1/20 0:00,8145.92,8357.88,8142,8335.45,6303.833107
8/1/20 0:30,8336.28,8455,8284.69,8431.82,6275.79495
8/1/20 1:00,8430.53,8448.14,8328.89,8416.26,5325.753247
8/1/20 1:30,8416.26,8428.16,8342.17,8370.92,3059.192311
8/1/20 2:00,8370.93,8422,8286,8291.93,2301.250972
8/1/20 2:30,8293.38,8374.93,8256.74,8278.59,2256.995304
8/1/20 3:00,8278.07,8313.31,8244.93,8261.3,2469.604456
8/1/20 3:30,8261.33,8344,8255,8300.34,1890.343231
8/1/20 4:00,8300.34,8343.52,8299.58,8306.18,1640.485804
8/1/20 4:30,8306.05,8355.87,8288,8344.63,934.736592
8/1/20 5:00,8343.92,8377,8312.79,8319.1,1677.474497
8/1/20 5:30,8319.11,8360,8307.85,8334.77,986.803372
8/1/20 6:00,8334.76,8367.61,8320,8346.81,904.08603
8/1/20 6:30,8346.93,8349.58,8319,8339.13,827.857424
8/1/20 7:00,8339.14,8347.99,8320.01,8330.68,844.495811
8/1/20 7:30,8330.69,8330.69,8277.21,8297.26,1943.64699
8/1/20 8:00,8297.27,8307.25,8264.86,8304.74,1451.72587
8/1/20 8:30,8304.28,8329.09,8295,8312.04,1057.001181
8/1/20 9:00,8312.05,8317.09,8280,8312.68,934.679702
8/1/20 9:30,8313.45,8321.83,8276,8297.21,1157.154689
8/1/20 10:00,8296.98,8359,8284.19,8334.33,1470.171081
8/1/20 10:30,8334.65,8353.21,8320.99,8326.98,910.503704
8/1/20 11:00,8327.06,8370,8325.03,8358.62,896.051391
8/1/20 11:30,8359.14,8365,8329.6,8332.47,1138.478406
8/1/20 12:00,8332.2,8347.33,8311.01,8336.63,954.330808
8/1/20 12:30,8336.64,8339,8276,8286.16,1472.523346
8/1/20 13:00,8285.92,8315,8215.2,8311.88,3007.010445
8/1/20 13:30,8309.58,8418.61,8303.27,8384.99,4449.819165
8/1/20 14:00,8384.99,8385,8184,8286.57,4491.461903
8/1/20 14:30,8286.46,8342.28,8285,8310.98,2063.518877
8/1/20 15:00,8310.98,8311.45,8278.15,8278.57,1159.975516
8/1/20 15:30,8278.57,8359,8237.36,8305.97,2833.033153
8/1/20 16:00,8306.09,8335.79,8212,8213.98,2623.309362
8/1/20 16:30,8212.97,8288.21,8050,8115,10135.14092
8/1/20 17:00,8115,8123.98,8010,8064.4,4984.955084
8/1/20 17:30,8063.22,8108.65,8048.63,8077.68,2281.092145
8/1/20 18:00,8077.68,8094.93,8050,8055,1549.226505
8/1/20 18:30,8055,8079.16,8035.01,8053.7,1401.536269
8/1/20 19:00,8053.7,8069.73,8041,8045.37,936.439634
8/1/20 19:30,8045.37,8052.96,7963.05,7963.35,2822.022255
8/1/20 20:00,7963.56,7978.62,7870,7939.23,4883.98955
8/1/20 20:30,7939.99,8060.86,7935.29,8046.03,4003.853267
8/1/20 21:00,8046.42,8048.66,7957.55,8015.25,1902.356431
8/1/20 21:30,8015.92,8027.91,7973.78,8016.06,1237.716624
8/1/20 22:00,8017.36,8029.72,7988.58,7998.79,995.861044
8/1/20 22:30,7998.72,8080,7997.68,8076.13,1124.040973
8/1/20 23:00,8076.13,8120,8041.07,8110.14,1268.437579
8/1/20 23:30,8110.98,8125.57,8023.55,8055.98,1382.871664
9/1/20 0:00,8054.72,8055.96,7928,7982.01,2399.734245
9/1/20 0:30,7983.21,7996.54,7931.28,7956.55,1117.696705
9/1/20 1:00,7956.88,7989.18,7950,7984.05,758.602555
9/1/20 1:30,7983.28,8037.37,7980.73,8004.8,1654.520918
9/1/20 2:00,8004.05,8026.01,7991.11,7999.76,871.101012
9/1/20 2:30,7999.75,8006.83,7980,7982.75,708.436452
9/1/20 3:00,7983.09,7993.46,7946.27,7971.1,1231.485306
9/1/20 3:30,7971.18,7984.05,7935.56,7954.72,1248.683166
9/1/20 4:00,7954.96,7975.47,7928,7941.35,1134.283688
9/1/20 4:30,7941.44,7978.31,7935.8,7966.85,919.644698
9/1/20 5:00,7966.75,7966.75,7933.02,7941.65,696.787386
9/1/20 5:30,7941.67,7957.84,7925.68,7941.83,707.482615
9/1/20 6:00,7941.99,7951.68,7904.13,7933.08,1116.395635
9/1/20 6:30,7933.25,7942.79,7896,7908.48,951.788495
9/1/20 7:00,7908.71,7957.71,7903.4,7952.74,952.377709
9/1/20 7:30,7952.91,7976.67,7935.05,7949.84,1497.160619
9/1/20 8:00,7949.57,7955.83,7930.21,7931.24,570.680029
9/1/20 8:30,7931.67,7938.46,7909.3,7933.1,1070.814358
9/1/20 9:00,7932.51,7932.94,7864.24,7883.08,2317.663323
9/1/20 9:30,7884.25,7908.33,7868.88,7872.35,1091.078033
9/1/20 10:00,7872.36,7934.78,7852.01,7911.1,1693.278154
9/1/20 10:30,7911.21,7928.72,7876,7896.38,1230.719978
9/1/20 11:00,7895.56,7901.99,7865.59,7870,900.322857
